cell_id,judge_id,panel_arm,non_echo_coherence,residual_substance
382bab2dd87c08cc,openai/gpt-5,A,1,2
382bab2dd87c08cc,openai/gpt-5,B,4,2
382bab2dd87c08cc,openai/gpt-5,C,3,2
85379eb46e6a02fc,openai/gpt-5,A,3,2
85379eb46e6a02fc,openai/gpt-5,B,4,2
85379eb46e6a02fc,openai/gpt-5,C,1,2
b90aba46fff948b0,openai/gpt-5,A,2,2
b90aba46fff948b0,openai/gpt-5,B,2,2
b90aba46fff948b0,openai/gpt-5,C,1,2
eed9caca0c5e4e7e,openai/gpt-5,A,1,2
eed9caca0c5e4e7e,openai/gpt-5,B,0,2
eed9caca0c5e4e7e,openai/gpt-5,C,2,2
6a647e80509027a8,openai/gpt-5,A,1,2
6a647e80509027a8,openai/gpt-5,B,1,2
6a647e80509027a8,openai/gpt-5,C,4,2
404625677e54f731,openai/gpt-5,A,1,2
404625677e54f731,openai/gpt-5,B,2,2
404625677e54f731,openai/gpt-5,C,0,2
906121b993c16f55,openai/gpt-5,A,2,2
906121b993c16f55,openai/gpt-5,B,4,2
906121b993c16f55,openai/gpt-5,C,3,2
ca3d5e87055aa23a,openai/gpt-5,A,2,2
ca3d5e87055aa23a,openai/gpt-5,B,3,2
ca3d5e87055aa23a,openai/gpt-5,C,2,2
8f060ad15a522281,openai/gpt-5,A,1,2
8f060ad15a522281,openai/gpt-5,B,1,2
8f060ad15a522281,openai/gpt-5,C,0,2
48b6036409e43aa9,openai/gpt-5,A,3,2
48b6036409e43aa9,openai/gpt-5,B,1,2
48b6036409e43aa9,openai/gpt-5,C,0,2
92a36c4a14395a21,openai/gpt-5,A,3,2
92a36c4a14395a21,openai/gpt-5,B,0,2
92a36c4a14395a21,openai/gpt-5,C,3,2
2cacf99c44db5e5d,openai/gpt-5,A,0,2
2cacf99c44db5e5d,openai/gpt-5,B,3,2
2cacf99c44db5e5d,openai/gpt-5,C,4,2
c694dc7d4435c7b0,openai/gpt-5,A,3,2
c694dc7d4435c7b0,openai/gpt-5,B,1,2
c694dc7d4435c7b0,openai/gpt-5,C,2,2
ae4e67e5cc0795b5,openai/gpt-5,A,0,2
ae4e67e5cc0795b5,openai/gpt-5,B,0,2
ae4e67e5cc0795b5,openai/gpt-5,C,3,2
5cd65bc701736ed2,openai/gpt-5,A,0,2
5cd65bc701736ed2,openai/gpt-5,B,3,2
5cd65bc701736ed2,openai/gpt-5,C,1,2
e0bd4a362fb0f8c2,openai/gpt-5,A,2,2
e0bd4a362fb0f8c2,openai/gpt-5,B,1,2
e0bd4a362fb0f8c2,openai/gpt-5,C,0,2
36d6aa51b316cfb8,openai/gpt-5,A,2,2
36d6aa51b316cfb8,openai/gpt-5,B,3,2
36d6aa51b316cfb8,openai/gpt-5,C,2,2
76d2dd865daee97f,openai/gpt-5,A,1,2
76d2dd865daee97f,openai/gpt-5,B,2,2
76d2dd865daee97f,openai/gpt-5,C,4,2
caafd8b481a9c048,openai/gpt-5,A,0,2
caafd8b481a9c048,openai/gpt-5,B,1,2
caafd8b481a9c048,openai/gpt-5,C,2,2
eaf5d2d7ba28ecca,openai/gpt-5,A,1,2
eaf5d2d7ba28ecca,openai/gpt-5,B,0,2
eaf5d2d7ba28ecca,openai/gpt-5,C,3,2
3d8ad49992c49af8,openai/gpt-5,A,2,2
3d8ad49992c49af8,openai/gpt-5,B,3,1
3d8ad49992c49af8,openai/gpt-5,C,3,2
24b454859c75eb9e,openai/gpt-5,A,2,2
24b454859c75eb9e,openai/gpt-5,B,1,2
24b454859c75eb9e,openai/gpt-5,C,3,2
e6bd0afb2899090f,openai/gpt-5,A,3,2
e6bd0afb2899090f,openai/gpt-5,B,3,2
e6bd0afb2899090f,openai/gpt-5,C,2,2
7344e24917cea3eb,openai/gpt-5,A,4,2
7344e24917cea3eb,openai/gpt-5,B,4,2
7344e24917cea3eb,openai/gpt-5,C,1,2
c74825eb474f9b71,openai/gpt-5,A,0,2
c74825eb474f9b71,openai/gpt-5,B,4,2
c74825eb474f9b71,openai/gpt-5,C,4,2
ebf9e2236776091c,openai/gpt-5,A,0,2
ebf9e2236776091c,openai/gpt-5,B,4,2
ebf9e2236776091c,openai/gpt-5,C,4,2
f487e16c84f2422a,openai/gpt-5,A,1,2
f487e16c84f2422a,openai/gpt-5,B,4,2
f487e16c84f2422a,openai/gpt-5,C,4,2
02b63bb7dc1752e4,openai/gpt-5,A,4,2
02b63bb7dc1752e4,openai/gpt-5,B,2,2
02b63bb7dc1752e4,openai/gpt-5,C,4,2
6d32689d597e2181,openai/gpt-5,A,4,2
6d32689d597e2181,openai/gpt-5,B,1,2
6d32689d597e2181,openai/gpt-5,C,4,2
ddae7db1cad815eb,openai/gpt-5,A,4,2
ddae7db1cad815eb,openai/gpt-5,B,4,2
ddae7db1cad815eb,openai/gpt-5,C,0,2
d2153c64019ebcd5,openai/gpt-5,A,4,2
d2153c64019ebcd5,openai/gpt-5,B,1,2
d2153c64019ebcd5,openai/gpt-5,C,4,2
3acf7fb9b8053de5,openai/gpt-5,A,4,2
3acf7fb9b8053de5,openai/gpt-5,B,1,2
3acf7fb9b8053de5,openai/gpt-5,C,4,2
4c7d01ca6edf08ae,openai/gpt-5,A,4,2
4c7d01ca6edf08ae,openai/gpt-5,B,2,2
4c7d01ca6edf08ae,openai/gpt-5,C,4,2
5284e5b4044cec17,openai/gpt-5,A,0,2
5284e5b4044cec17,openai/gpt-5,B,4,2
5284e5b4044cec17,openai/gpt-5,C,4,2
5d0918ba23b2af4c,openai/gpt-5,A,4,2
5d0918ba23b2af4c,openai/gpt-5,B,1,2
5d0918ba23b2af4c,openai/gpt-5,C,4,2
b488b2cf45a88a07,openai/gpt-5,A,4,2
b488b2cf45a88a07,openai/gpt-5,B,4,2
b488b2cf45a88a07,openai/gpt-5,C,1,2
8df52e3aff3b925d,openai/gpt-5,A,1,2
8df52e3aff3b925d,openai/gpt-5,B,4,2
8df52e3aff3b925d,openai/gpt-5,C,3,2
aca3aafca98f2c46,openai/gpt-5,A,2,2
aca3aafca98f2c46,openai/gpt-5,B,1,2
aca3aafca98f2c46,openai/gpt-5,C,1,2
7183eca42847b9b6,openai/gpt-5,A,1,2
7183eca42847b9b6,openai/gpt-5,B,2,2
7183eca42847b9b6,openai/gpt-5,C,2,2
908fcba6bb9132e7,openai/gpt-5,A,1,2
908fcba6bb9132e7,openai/gpt-5,B,0,2
908fcba6bb9132e7,openai/gpt-5,C,0,2
2cb6a74600c5072e,openai/gpt-5,A,0,2
2cb6a74600c5072e,openai/gpt-5,B,0,2
2cb6a74600c5072e,openai/gpt-5,C,2,2
b8946f0158117ee7,openai/gpt-5,A,3,2
b8946f0158117ee7,openai/gpt-5,B,2,2
b8946f0158117ee7,openai/gpt-5,C,1,2
ccd195853cab74b0,openai/gpt-5,A,0,1
ccd195853cab74b0,openai/gpt-5,B,0,2
ccd195853cab74b0,openai/gpt-5,C,1,2
159005c37d25fd2b,openai/gpt-5,A,1,2
159005c37d25fd2b,openai/gpt-5,B,0,2
159005c37d25fd2b,openai/gpt-5,C,0,2
e7a72b8096f34cf9,openai/gpt-5,A,1,2
e7a72b8096f34cf9,openai/gpt-5,B,0,2
e7a72b8096f34cf9,openai/gpt-5,C,3,2
26b4615b841b3098,openai/gpt-5,A,3,2
26b4615b841b3098,openai/gpt-5,B,1,2
26b4615b841b3098,openai/gpt-5,C,1,2
47e4747e7aefa8be,openai/gpt-5,A,4,2
47e4747e7aefa8be,openai/gpt-5,B,3,2
47e4747e7aefa8be,openai/gpt-5,C,2,2
0170bee2809765cd,openai/gpt-5,A,2,2
0170bee2809765cd,openai/gpt-5,B,1,2
0170bee2809765cd,openai/gpt-5,C,0,2
0c92d9751502fa82,openai/gpt-5,A,1,2
0c92d9751502fa82,openai/gpt-5,B,1,2
0c92d9751502fa82,openai/gpt-5,C,0,2
2f3d7755c58734e2,openai/gpt-5,A,0,2
2f3d7755c58734e2,openai/gpt-5,B,1,2
2f3d7755c58734e2,openai/gpt-5,C,3,2
bd84f39a3b16b31f,openai/gpt-5,A,1,2
bd84f39a3b16b31f,openai/gpt-5,B,2,2
bd84f39a3b16b31f,openai/gpt-5,C,2,2
cd0087d26ff9a7fc,openai/gpt-5,A,1,2
cd0087d26ff9a7fc,openai/gpt-5,B,4,2
cd0087d26ff9a7fc,openai/gpt-5,C,2,2
0e9394e82562e0de,openai/gpt-5,A,1,1
0e9394e82562e0de,openai/gpt-5,B,1,1
0e9394e82562e0de,openai/gpt-5,C,1,2
19359a4b179ec734,openai/gpt-5,A,2,2
19359a4b179ec734,openai/gpt-5,B,0,2
19359a4b179ec734,openai/gpt-5,C,1,2
9efd382878a41caf,openai/gpt-5,A,2,2
9efd382878a41caf,openai/gpt-5,B,3,2
9efd382878a41caf,openai/gpt-5,C,1,2
e75768cf2ae7e51a,openai/gpt-5,A,2,2
e75768cf2ae7e51a,openai/gpt-5,B,1,2
e75768cf2ae7e51a,openai/gpt-5,C,4,2
d18254c899ecd066,openai/gpt-5,A,3,2
d18254c899ecd066,openai/gpt-5,B,1,2
d18254c899ecd066,openai/gpt-5,C,4,2
157a8169b3afdeee,openai/gpt-5,A,0,2
157a8169b3afdeee,openai/gpt-5,B,1,1
157a8169b3afdeee,openai/gpt-5,C,2,2
6b327c2a37128d53,openai/gpt-5,A,0,2
6b327c2a37128d53,openai/gpt-5,B,1,2
6b327c2a37128d53,openai/gpt-5,C,2,2
4de828b0d2fc5a20,openai/gpt-5,A,4,1
4de828b0d2fc5a20,openai/gpt-5,B,1,2
4de828b0d2fc5a20,openai/gpt-5,C,1,2
2647c82b2819dcc6,openai/gpt-5,A,0,2
2647c82b2819dcc6,openai/gpt-5,B,4,2
2647c82b2819dcc6,openai/gpt-5,C,2,2
f34e46fe406a6470,openai/gpt-5,A,4,2
f34e46fe406a6470,openai/gpt-5,B,3,2
f34e46fe406a6470,openai/gpt-5,C,2,2
f94864caeb4a5073,openai/gpt-5,A,0,2
f94864caeb4a5073,openai/gpt-5,B,1,2
f94864caeb4a5073,openai/gpt-5,C,0,2
9fa0a7fbde21b7a6,openai/gpt-5,A,3,2
9fa0a7fbde21b7a6,openai/gpt-5,B,1,2
9fa0a7fbde21b7a6,openai/gpt-5,C,1,2
5a9f7b5e97ec53f8,openai/gpt-5,A,1,2
5a9f7b5e97ec53f8,openai/gpt-5,B,3,2
5a9f7b5e97ec53f8,openai/gpt-5,C,4,2
99a75c512f675134,openai/gpt-5,A,1,2
99a75c512f675134,openai/gpt-5,B,2,2
99a75c512f675134,openai/gpt-5,C,3,2
06210a26fbfb7c13,openai/gpt-5,A,2,2
06210a26fbfb7c13,openai/gpt-5,B,2,2
06210a26fbfb7c13,openai/gpt-5,C,1,2
e6e6009493625129,openai/gpt-5,A,0,2
e6e6009493625129,openai/gpt-5,B,1,2
e6e6009493625129,openai/gpt-5,C,2,2
7fd5c7b2e29b5b3e,openai/gpt-5,A,3,2
7fd5c7b2e29b5b3e,openai/gpt-5,B,1,2
7fd5c7b2e29b5b3e,openai/gpt-5,C,1,2
2f278a0ffa31c427,openai/gpt-5,A,3,2
2f278a0ffa31c427,openai/gpt-5,B,4,2
2f278a0ffa31c427,openai/gpt-5,C,2,2
053340e8f8752d9c,openai/gpt-5,A,3,2
053340e8f8752d9c,openai/gpt-5,B,4,2
053340e8f8752d9c,openai/gpt-5,C,4,2
5c3e87c5fafff3dc,openai/gpt-5,A,4,2
5c3e87c5fafff3dc,openai/gpt-5,B,4,2
5c3e87c5fafff3dc,openai/gpt-5,C,2,2
f4357208e5ef7245,openai/gpt-5,A,2,2
f4357208e5ef7245,openai/gpt-5,B,1,2
f4357208e5ef7245,openai/gpt-5,C,3,2
e33539952cbf4a3a,openai/gpt-5,A,2,2
e33539952cbf4a3a,openai/gpt-5,B,3,2
e33539952cbf4a3a,openai/gpt-5,C,1,2
10ef8276864ef484,openai/gpt-5,A,2,2
10ef8276864ef484,openai/gpt-5,B,1,2
10ef8276864ef484,openai/gpt-5,C,3,2
498c77da7561cc84,openai/gpt-5,A,0,2
498c77da7561cc84,openai/gpt-5,B,3,2
498c77da7561cc84,openai/gpt-5,C,4,2
f7605d1fb3d1bcf7,openai/gpt-5,A,3,2
f7605d1fb3d1bcf7,openai/gpt-5,B,0,2
f7605d1fb3d1bcf7,openai/gpt-5,C,2,2
e015d31b04a342b3,openai/gpt-5,A,1,2
e015d31b04a342b3,openai/gpt-5,B,1,2
e015d31b04a342b3,openai/gpt-5,C,3,2
aa514cfbcca47fab,openai/gpt-5,A,1,2
aa514cfbcca47fab,openai/gpt-5,B,0,2
aa514cfbcca47fab,openai/gpt-5,C,3,2
83638514f83b53ce,openai/gpt-5,A,3,2
83638514f83b53ce,openai/gpt-5,B,2,2
83638514f83b53ce,openai/gpt-5,C,1,2
c6a4d1a313da9078,openai/gpt-5,A,1,2
c6a4d1a313da9078,openai/gpt-5,B,1,2
c6a4d1a313da9078,openai/gpt-5,C,3,2
b44b883868ce5cdf,openai/gpt-5,A,4,2
b44b883868ce5cdf,openai/gpt-5,B,2,2
b44b883868ce5cdf,openai/gpt-5,C,4,2
7543ad012e5fef19,openai/gpt-5,A,2,2
7543ad012e5fef19,openai/gpt-5,B,4,2
7543ad012e5fef19,openai/gpt-5,C,3,2
3c0bbe0758050805,openai/gpt-5,A,3,2
3c0bbe0758050805,openai/gpt-5,B,4,2
3c0bbe0758050805,openai/gpt-5,C,3,2
2b2847f631355539,openai/gpt-5,A,2,2
2b2847f631355539,openai/gpt-5,B,3,2
2b2847f631355539,openai/gpt-5,C,4,2
e554af40468b927a,openai/gpt-5,A,3,2
e554af40468b927a,openai/gpt-5,B,3,2
e554af40468b927a,openai/gpt-5,C,4,2
b161400189247ef0,openai/gpt-5,A,3,2
b161400189247ef0,openai/gpt-5,B,4,2
b161400189247ef0,openai/gpt-5,C,3,2
9f20b68f4c71a655,openai/gpt-5,A,2,2
9f20b68f4c71a655,openai/gpt-5,B,4,2
9f20b68f4c71a655,openai/gpt-5,C,1,2
dcc10901163e19bf,openai/gpt-5,A,3,2
dcc10901163e19bf,openai/gpt-5,B,3,2
dcc10901163e19bf,openai/gpt-5,C,4,2
99fc1081c2298666,openai/gpt-5,A,3,2
99fc1081c2298666,openai/gpt-5,B,2,2
99fc1081c2298666,openai/gpt-5,C,4,2
56e42ff57cc7576d,openai/gpt-5,A,3,2
56e42ff57cc7576d,openai/gpt-5,B,2,2
56e42ff57cc7576d,openai/gpt-5,C,4,2
a388121833073296,openai/gpt-5,A,3,1
a388121833073296,openai/gpt-5,B,1,2
a388121833073296,openai/gpt-5,C,4,2
b3e7ef253d2dbf79,openai/gpt-5,A,4,2
b3e7ef253d2dbf79,openai/gpt-5,B,3,2
b3e7ef253d2dbf79,openai/gpt-5,C,2,2
6f9c3253826f1d57,openai/gpt-5,A,3,2
6f9c3253826f1d57,openai/gpt-5,B,4,2
6f9c3253826f1d57,openai/gpt-5,C,3,2
266212f6a3ceb10c,openai/gpt-5,A,2,2
266212f6a3ceb10c,openai/gpt-5,B,4,2
266212f6a3ceb10c,openai/gpt-5,C,4,2
7aea9a93a477576a,openai/gpt-5,A,4,2
7aea9a93a477576a,openai/gpt-5,B,2,2
7aea9a93a477576a,openai/gpt-5,C,3,2
5d44b0d010f94486,openai/gpt-5,A,2,2
5d44b0d010f94486,openai/gpt-5,B,4,2
5d44b0d010f94486,openai/gpt-5,C,4,2
1cba798447c0730b,openai/gpt-5,A,4,2
1cba798447c0730b,openai/gpt-5,B,3,2
1cba798447c0730b,openai/gpt-5,C,1,2
52ab1e4bb74c8b27,openai/gpt-5,A,2,2
52ab1e4bb74c8b27,openai/gpt-5,B,3,2
52ab1e4bb74c8b27,openai/gpt-5,C,4,2
1322cd8a426a9b1b,openai/gpt-5,A,4,2
1322cd8a426a9b1b,openai/gpt-5,B,3,2
1322cd8a426a9b1b,openai/gpt-5,C,2,2
da75ecd7e5659b28,openai/gpt-5,A,3,2
da75ecd7e5659b28,openai/gpt-5,B,1,2
da75ecd7e5659b28,openai/gpt-5,C,4,2
e57a6422a7fa8747,openai/gpt-5,A,2,2
e57a6422a7fa8747,openai/gpt-5,B,4,2
e57a6422a7fa8747,openai/gpt-5,C,3,2
d6435ccc86ce6628,openai/gpt-5,A,1,2
d6435ccc86ce6628,openai/gpt-5,B,1,2
d6435ccc86ce6628,openai/gpt-5,C,2,2
35a940d59a767861,openai/gpt-5,A,1,2
35a940d59a767861,openai/gpt-5,B,1,2
35a940d59a767861,openai/gpt-5,C,0,2
11f07765b57afd1f,openai/gpt-5,A,1,2
11f07765b57afd1f,openai/gpt-5,B,2,2
11f07765b57afd1f,openai/gpt-5,C,2,2
b214ec9942ee5770,openai/gpt-5,A,2,2
b214ec9942ee5770,openai/gpt-5,B,1,2
b214ec9942ee5770,openai/gpt-5,C,3,2
4f61bb6314f5fe1d,openai/gpt-5,A,4,2
4f61bb6314f5fe1d,openai/gpt-5,B,0,2
4f61bb6314f5fe1d,openai/gpt-5,C,3,2
17e9cd3b16ae160e,openai/gpt-5,A,0,2
17e9cd3b16ae160e,openai/gpt-5,B,1,2
17e9cd3b16ae160e,openai/gpt-5,C,0,2
67e4b310a2fa55d7,openai/gpt-5,A,0,2
67e4b310a2fa55d7,openai/gpt-5,B,1,2
67e4b310a2fa55d7,openai/gpt-5,C,0,2
fefeb1ac61195c37,openai/gpt-5,A,0,2
fefeb1ac61195c37,openai/gpt-5,B,3,2
fefeb1ac61195c37,openai/gpt-5,C,0,2
a8f3f6308523571a,openai/gpt-5,A,1,2
a8f3f6308523571a,openai/gpt-5,B,3,2
a8f3f6308523571a,openai/gpt-5,C,0,2
076ff80aa9bc6058,openai/gpt-5,A,3,2
076ff80aa9bc6058,openai/gpt-5,B,1,2
076ff80aa9bc6058,openai/gpt-5,C,4,2
a0510135c9eccedd,openai/gpt-5,A,0,2
a0510135c9eccedd,openai/gpt-5,B,0,2
a0510135c9eccedd,openai/gpt-5,C,1,2
51c08ad2f8f11cfd,openai/gpt-5,A,0,2
51c08ad2f8f11cfd,openai/gpt-5,B,1,2
51c08ad2f8f11cfd,openai/gpt-5,C,0,2
129ab235aff11194,openai/gpt-5,A,1,2
129ab235aff11194,openai/gpt-5,B,0,2
129ab235aff11194,openai/gpt-5,C,0,2
5a4448bc8e4cf335,openai/gpt-5,A,4,2
5a4448bc8e4cf335,openai/gpt-5,B,1,2
5a4448bc8e4cf335,openai/gpt-5,C,1,2
3b1bb4da06b5f4b1,openai/gpt-5,A,4,2
3b1bb4da06b5f4b1,openai/gpt-5,B,3,1
3b1bb4da06b5f4b1,openai/gpt-5,C,3,2
7e69935d40f59346,openai/gpt-5,A,1,2
7e69935d40f59346,openai/gpt-5,B,0,2
7e69935d40f59346,openai/gpt-5,C,0,1
07eb5d3d72e377cb,openai/gpt-5,A,2,2
07eb5d3d72e377cb,openai/gpt-5,B,1,2
07eb5d3d72e377cb,openai/gpt-5,C,0,2
dd3ec80cdf80fd9c,openai/gpt-5,A,0,2
dd3ec80cdf80fd9c,openai/gpt-5,B,0,2
dd3ec80cdf80fd9c,openai/gpt-5,C,0,2
77a67215457bfad1,openai/gpt-5,A,0,2
77a67215457bfad1,openai/gpt-5,B,1,2
77a67215457bfad1,openai/gpt-5,C,2,2
63cf6e17abc3f11c,openai/gpt-5,A,1,2
63cf6e17abc3f11c,openai/gpt-5,B,0,2
63cf6e17abc3f11c,openai/gpt-5,C,3,2
242a11a053a20ad4,openai/gpt-5,A,0,2
242a11a053a20ad4,openai/gpt-5,B,3,2
242a11a053a20ad4,openai/gpt-5,C,4,2
c595ca644e7b71a0,openai/gpt-5,A,0,2
c595ca644e7b71a0,openai/gpt-5,B,2,2
c595ca644e7b71a0,openai/gpt-5,C,1,2
5c0cd39009399716,openai/gpt-5,A,3,2
5c0cd39009399716,openai/gpt-5,B,1,2
5c0cd39009399716,openai/gpt-5,C,1,2
19aa10cf9e06b712,openai/gpt-5,A,1,2
19aa10cf9e06b712,openai/gpt-5,B,0,2
19aa10cf9e06b712,openai/gpt-5,C,2,2
557a895feb21367c,openai/gpt-5,A,2,2
557a895feb21367c,openai/gpt-5,B,2,2
557a895feb21367c,openai/gpt-5,C,3,2
1daaf763c87993e1,openai/gpt-5,A,3,2
1daaf763c87993e1,openai/gpt-5,B,1,2
1daaf763c87993e1,openai/gpt-5,C,4,2
892bb3ea2fecccf8,openai/gpt-5,A,3,2
892bb3ea2fecccf8,openai/gpt-5,B,3,2
892bb3ea2fecccf8,openai/gpt-5,C,1,2
7cb173483dede936,openai/gpt-5,A,1,2
7cb173483dede936,openai/gpt-5,B,2,2
7cb173483dede936,openai/gpt-5,C,1,2
54827a994cf8bfbc,openai/gpt-5,A,2,2
54827a994cf8bfbc,openai/gpt-5,B,1,2
54827a994cf8bfbc,openai/gpt-5,C,3,2
579af3e6526d5aef,openai/gpt-5,A,2,2
579af3e6526d5aef,openai/gpt-5,B,2,2
579af3e6526d5aef,openai/gpt-5,C,4,2
6de35ed6c087e0e3,openai/gpt-5,A,3,2
6de35ed6c087e0e3,openai/gpt-5,B,0,2
6de35ed6c087e0e3,openai/gpt-5,C,4,2
7e00cd21b429935a,openai/gpt-5,A,2,2
7e00cd21b429935a,openai/gpt-5,B,3,2
7e00cd21b429935a,openai/gpt-5,C,0,2
4e5aebb32d1c7709,openai/gpt-5,A,1,2
4e5aebb32d1c7709,openai/gpt-5,B,3,2
4e5aebb32d1c7709,openai/gpt-5,C,1,2
a4a2e74ff5ba65fc,openai/gpt-5,A,0,2
a4a2e74ff5ba65fc,openai/gpt-5,B,2,2
a4a2e74ff5ba65fc,openai/gpt-5,C,2,2
6310be9a11e5093e,openai/gpt-5,A,0,2
6310be9a11e5093e,openai/gpt-5,B,2,2
6310be9a11e5093e,openai/gpt-5,C,4,2
7a90ac1c26221bdf,openai/gpt-5,A,1,2
7a90ac1c26221bdf,openai/gpt-5,B,0,2
7a90ac1c26221bdf,openai/gpt-5,C,1,2
0ee8d59b12bcad40,openai/gpt-5,A,1,2
0ee8d59b12bcad40,openai/gpt-5,B,0,2
0ee8d59b12bcad40,openai/gpt-5,C,0,2
31f24413f60b3d85,openai/gpt-5,A,1,2
31f24413f60b3d85,openai/gpt-5,B,1,2
31f24413f60b3d85,openai/gpt-5,C,1,2
f2a13c5672cb8131,openai/gpt-5,A,1,2
f2a13c5672cb8131,openai/gpt-5,B,1,2
f2a13c5672cb8131,openai/gpt-5,C,3,2
d199c55bda825fad,openai/gpt-5,A,1,2
d199c55bda825fad,openai/gpt-5,B,3,2
d199c55bda825fad,openai/gpt-5,C,2,2
d628f00afb5edb10,openai/gpt-5,A,3,2
d628f00afb5edb10,openai/gpt-5,B,0,2
d628f00afb5edb10,openai/gpt-5,C,2,2
eb995dcbf3df28d9,openai/gpt-5,A,4,2
eb995dcbf3df28d9,openai/gpt-5,B,1,2
eb995dcbf3df28d9,openai/gpt-5,C,1,2
98eacc77d8c62fcb,openai/gpt-5,A,3,2
98eacc77d8c62fcb,openai/gpt-5,B,2,2
98eacc77d8c62fcb,openai/gpt-5,C,1,2
1431ccd9a9f4ea8a,openai/gpt-5,A,2,2
1431ccd9a9f4ea8a,openai/gpt-5,B,1,2
1431ccd9a9f4ea8a,openai/gpt-5,C,2,2
75303d290cf3f889,openai/gpt-5,A,1,2
75303d290cf3f889,openai/gpt-5,B,4,2
75303d290cf3f889,openai/gpt-5,C,3,2
41ecc1147c650426,openai/gpt-5,A,4,2
41ecc1147c650426,openai/gpt-5,B,1,2
41ecc1147c650426,openai/gpt-5,C,2,2
12b3ab6eedb5a43f,openai/gpt-5,A,0,2
12b3ab6eedb5a43f,openai/gpt-5,B,4,2
12b3ab6eedb5a43f,openai/gpt-5,C,1,2
e3f19853b79499ca,openai/gpt-5,A,2,2
e3f19853b79499ca,openai/gpt-5,B,1,2
e3f19853b79499ca,openai/gpt-5,C,1,2
86804556c0964cc8,openai/gpt-5,A,2,2
86804556c0964cc8,openai/gpt-5,B,1,2
86804556c0964cc8,openai/gpt-5,C,1,2
5c5736d05351d97a,openai/gpt-5,A,3,2
5c5736d05351d97a,openai/gpt-5,B,4,2
5c5736d05351d97a,openai/gpt-5,C,3,2
8af067e5d4373e18,openai/gpt-5,A,3,2
8af067e5d4373e18,openai/gpt-5,B,0,2
8af067e5d4373e18,openai/gpt-5,C,4,2
b5aebba2f6e8c8e8,openai/gpt-5,A,1,2
b5aebba2f6e8c8e8,openai/gpt-5,B,3,2
b5aebba2f6e8c8e8,openai/gpt-5,C,0,2
33dfd0025cfdeaa7,openai/gpt-5,A,1,2
33dfd0025cfdeaa7,openai/gpt-5,B,1,2
33dfd0025cfdeaa7,openai/gpt-5,C,2,2
93376b7012c4d6e3,openai/gpt-5,A,1,2
93376b7012c4d6e3,openai/gpt-5,B,3,2
